Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff
282,4.9,-1,0,126.2448685,20.17924309,0.006427765,0,98.34575548,20.16605377,-1.269054413,22.96743046,27.89911305,0.013189316
282,5,-1,0,128.2678013,20.17988586,-0.03036499,0,100.3560156,20.03914833,-1.512126923,22.98441233,27.91178574,0.140737534
282,5.1,-1,0,130.292192,20.17684937,-0.022354126,0,102.3523698,19.88793564,2.977619171,23.01469638,27.93982221,0.288913727
282,5.2,-1,0,132.293499,20.17461395,0.058097839,0,104.3560514,20.18569756,-0.929145813,23.01622776,27.93744758,-0.011083603
282,5.3,-1,0,134.3141554,20.18042374,0.058116913,0,106.3699755,20.09278297,1.954193115,23.02869625,27.94417996,0.087640762
282,5.4,-1,0,136.3219945,20.18623543,0.078792572,0,108.3890247,20.28820229,-2.734375,23.02563093,27.93296979,-0.101966858
282,5.5,-1,0,138.3523634,20.19411469,0.048217773,0,110.4041731,20.01476479,1.073265076,23.03340615,27.94819034,0.179349899
282,5.6,-1,0,140.3652862,20.19893646,-0.018005371,0,112.4110159,20.12209129,-1.168060303,23.04217099,27.95427035,0.076845169
282,5.7,-1,0,142.3900117,20.19713593,-0.019035339,0,114.4173847,20.00528526,0.973701477,23.05666618,27.97262696,0.191850662
282,5.8,-1,0,144.4029659,20.19523239,0.029945374,0,116.4227818,20.10265541,-0.583686829,23.06291131,27.98018412,0.092576981
282,5.9,-1,0,146.4247849,20.19822693,-0.010318756,0,118.4301289,20.04428673,0.977153778,23.08055464,27.99465601,0.153940201
282,6,-1,0,148.439928,20.19719505,-0.187606812,0,120.4394433,20.14200211,0.244121552,23.08098509,28.00048472,0.055192947
282,6.1,-1,0,150.4577775,20.17843437,-0.08234024,0,122.4548641,20.16641426,0.485439301,23.08641994,28.00291336,0.012020111
282,6.2,-1,0,152.4713908,20.17020035,0.100402832,0,124.4739327,20.21495819,0.047893524,23.08320509,27.99745809,-0.044757843
282,6.3,-1,0,154.4883454,20.18024063,-0.032787323,0,126.495668,20.21974754,-1.608657837,23.08953775,27.99267734,-0.039506912
282,6.4,-1,0,156.5143214,20.1769619,-0.110797882,0,128.5095995,20.05888176,0.975589752,23.10198004,28.00472195,0.118080139
282,6.5,-1,0,158.5260493,20.16588211,-0.024261475,0,130.5203656,20.15644073,-3.805770874,23.09563637,28.00568366,0.009441376
282,6.6,-1,0,160.5620117,20.16345596,-0.024433136,0,132.5169808,19.77586365,2.927837372,23.12861351,28.04503087,0.387592316
282,6.7,-1,0,162.5635576,20.16101265,-0.063591003,0,134.5092064,20.06864738,-2.00012207,23.13833912,28.05435117,0.092365265
282,6.8,-1,0,164.5889843,20.15465355,-0.08184433,0,136.5060705,19.86863518,3.512821198,23.15848361,28.08291375,0.286018372
282,6.9,-1,0,166.5867947,20.14646912,-0.041122437,0,138.5104981,20.2199173,-1.36756897,23.1561024,28.07629655,-0.073448181
282,7,-1,0,168.6078663,20.14235687,-0.060577393,0,140.525652,20.0831604,-1.609954834,23.15655513,28.08221431,0.059196472
282,7.1,-1,0,170.6308649,20.13629913,-0.141792297,0,142.5259183,19.92216492,1.223144531,23.15844298,28.10494662,0.214134216
282,7.2,-1,0,172.6382326,20.1221199,0.019397736,0,144.5242505,20.04447937,-2.297344208,23.17652929,28.11398209,0.077640533
282,7.3,-1,0,174.6617029,20.12405968,0.111408234,0,146.5172117,19.81474495,2.152404785,23.19465185,28.1444912,0.309314728
282,7.4,-1,0,176.6636565,20.1352005,-0.005187988,0,148.5094482,20.02998543,-0.736427307,23.21513944,28.15420823,0.105215073
282,7.5,-1,0,178.6805609,20.1346817,-0.12008667,0,150.5087646,19.9563427,1.660137177,23.21924318,28.17179621,0.178339005
282,7.6,-1,0,180.6844967,20.12267303,-0.135746002,0,152.5126996,20.12235641,-1.310710907,23.21620729,28.17179706,0.00031662
282,7.7,-1,0,182.7023245,20.10909843,-0.16456604,0,154.5183817,19.99128532,1.312484741,23.22550416,28.18394279,0.11781311
282,7.8,-1,0,184.7059749,20.09264183,-0.074729919,0,156.5240726,20.1225338,0.832252502,23.22372855,28.1819023,-0.029891968
282,7.9,-1,0,186.7099513,20.08516884,0.252056122,0,158.5404873,20.20575905,-1.028785706,23.21626534,28.16946401,-0.12059021
282,8,-1,0,188.7238286,20.11037445,0.034408569,0,160.5559193,20.10288048,1.856021881,23.21684401,28.16790931,0.007493973
526,4,-1,0,106.211863,20.18370628,0.017337799,0,78.92216167,20.23025513,-1.166419983,22.40596496,27.28970133,-0.046548843
526,4.1,-1,0,108.2346265,20.18544006,-0.030040741,0,80.93935509,20.11361313,1.713027954,22.40656827,27.29527138,0.071826935
526,4.2,-1,0,110.2428661,20.18243599,-0.055503845,0,82.95928154,20.28491592,-0.191268921,22.39632003,27.28358452,-0.102479935
526,4.3,-1,0,112.2595712,20.1768856,-0.093460083,0,84.98681679,20.26578903,-1.565742493,22.39510512,27.27275443,-0.088903427
526,4.4,-1,0,114.28248,20.1675396,-0.061683655,0,87.00556698,20.10921478,4.394798279,22.40235697,27.27691303,0.058324814
526,4.5,-1,0,116.2756527,20.16137123,0.005474091,0,89.03846245,20.54869461,-3.761348724,22.36152484,27.23719026,-0.38732338
526,4.6,-1,0,118.3081268,20.16191864,0.071029663,0,91.07452517,20.17255974,0.973491669,22.35473089,27.23360162,-0.010641098
526,4.7,-1,0,120.3191006,20.16902161,0.084762573,0,93.0966486,20.26990891,-2.536487579,22.34424362,27.22245201,-0.100887299
526,4.8,-1,0,122.3477721,20.17749786,0.016326904,0,95.11095705,20.01626015,0.430603027,22.35180599,27.23681505,0.161237717
526,4.9,-1,0,124.3632289,20.17913055,0.003185272,0,97.11473608,20.05932045,1.80398941,22.35228527,27.24849284,0.119810104
526,5,-1,0,126.3719334,20.17944908,0.083999634,0,99.12968807,20.23971939,-1.123332977,22.35170525,27.24224537,-0.060270309
526,5.1,-1,0,128.3964669,20.18784904,-0.033855438,0,101.1480433,20.12738609,0.435504913,22.34664132,27.2484236,0.060462952
526,5.2,-1,0,130.4154318,20.1844635,-0.093078613,0,103.1629595,20.17093658,-0.582313538,22.3423785,27.25247229,0.013526917
